JLPT Level,Grammar,Reading,Meaning,Word Type,Example Sentence JP,Example Sentence EN,breakdown
N5,んです,んです,to explain something; show emphasis,Expression / Grammar,どうしたんですか？,What's the matter?,"{""vocabulary"": [{""word"": ""どうしたんですか？"", ""reading"": ""[どうしたんですか]"", ""meaning"": ""What's the matter?"", ""role"": ""Phrase/Question""}], ""grammar"": {""context"": ""The sentence is a polite inquiry about someone's well-being or situation, often used when someone appears troubled or upset."", ""steps"": [""**Steps**:"", ""**どう**: \""how\"" or \""what\"" - This word is used to ask about the state or condition of something."", ""**した**: This is the past form of the verb **する** (to do). Here, it implies \""what has happened\"" or \""what has been done.\"""", ""**ん**: This is a contraction of **の** (no), which is used to provide an explanatory tone. It adds a nuance of seeking clarification or explanation."", ""**です**: A polite copula that adds formality to the sentence."", ""**か**: A question marker that indicates the sentence is a question.""], ""contribution to meaning"": [""**どう** sets the context of inquiry."", ""**した** indicates that the speaker is asking about a past action or event."", ""**ん** adds an explanatory nuance, making the question more polite and softening the inquiry."", ""**です** elevates the politeness level of the question."", ""**か** clearly marks the sentence as a question, prompting a response.""]}, ""tips"": [[""Tip"", ""To remember the structure, think of **どうしたんですか** as \""What has happened?\"" where each part contributes to the overall inquiry about someone's situation.""], [""Common Mistake"", ""Beginners might confuse **どうしたんですか** with **どうしたの？** (a less formal version). While both mean \""What's the matter?\"", the former is more polite and appropriate in formal situations. To avoid this mistake, always consider the context and the level of politeness required in your conversation.""]]}"
N5,ね,ね,isn't it? right? eh?,Particle,きれいな景色ですね。,"It’s a beautiful view, isn’t it?","{""vocabulary"": [{""word"": ""きれいな"", ""reading"": ""きれいな"", ""meaning"": ""beautiful"", ""role"": ""Adjective, na-adjective""}, {""word"": ""景色"", ""reading"": ""けしき"", ""meaning"": ""view"", ""role"": ""Noun""}, {""word"": ""ですね"", ""reading"": ""です ね"", ""meaning"": ""isn't it?"", ""role"": ""Sentence-ending particle for confirmation""}], ""grammar"": {""context"": ""The sentence expresses an observation about the beauty of a view and seeks agreement from the listener."", ""steps"": [""**Steps**:"", ""**きれいな**: This is a na-adjective. In Japanese, na-adjectives require the particle \""な\"" when modifying a noun. Here, it modifies \""景色.\"""", ""**景色**: This is the noun that means \""view.\"" It is the subject of the sentence."", ""**ですね**: This is a combination of \""です\"" (the copula, meaning \""is\"") and \""ね\"" (a sentence-ending particle that seeks confirmation or agreement).""], ""contribution to meaning"": [""The use of **きれいな** describes the quality of the **景色**, indicating that it is beautiful."", ""The noun **景色** serves as the subject of the sentence, which is being described."", ""The ending **ですね** softens the statement and invites the listener to agree, making the sentence more conversational.""]}, ""tips"": [[""Tip"", ""Remember that na-adjectives require \""な\"" when they modify nouns. Practice forming sentences with different na-adjectives and nouns to reinforce this structure.""], [""Common Mistake"", ""A common mistake is to forget the \""な\"" when using na-adjectives. For example, saying \""きれい景色\"" instead of \""きれいな景色.\"" To avoid this, always check if the adjective is modifying a noun and remember to add \""な.\""""]]}"
N5,に,に,destination particle; in; at; on; to,Particle,学校に行きます。,I go to school.,"{""vocabulary"": [{""word"": ""学校"", ""reading"": ""がっこう"", ""meaning"": ""school"", ""role"": ""Noun""}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""to"", ""role"": ""Particle indicating direction or destination""}, {""word"": ""行きます"", ""reading"": ""いきます"", ""meaning"": ""go"", ""role"": ""Verb, polite form of 行く (いく)""}], ""grammar"": {""context"": ""The sentence \""学校に行きます\"" translates to \""I go to school,\"" indicating the action of going to a place, specifically school."", ""steps"": [""**Steps**:"", ""**学校 (がっこう)**: This is the noun that serves as the destination of the action. It tells us where the subject is going."", ""**に (に)**: This particle indicates the direction or destination of the action. It connects the noun (school) to the verb (go)."", ""**行きます (いきます)**: This is the polite present form of the verb 行く (いく), which means \""to go.\"" It indicates the action being performed.""], ""contribution to meaning"": [""The noun \""学校\"" specifies the location."", ""The particle \""に\"" clarifies that the action is directed towards the school."", ""The verb \""行きます\"" conveys the action of going, and its polite form makes the sentence appropriate for general conversation.""]}, ""tips"": [[""Tip"", ""To remember the use of the particle \""に,\"" think of it as a marker that points to where you are heading. It’s like saying \""to\"" in English, which also indicates direction.""], [""Common Mistake"", ""A common mistake is omitting the particle \""に\"" when stating a destination. For example, saying \""学校行きます\"" instead of \""学校に行きます.\"" To avoid this, always remember that when you mention a destination in Japanese, you need to use the appropriate particle to connect it to the verb.""]]}"
N5,にいく,にいく,go to do,Expression / Grammar,友達と映画を見に行く。,I go to watch a movie with my friends.,"{""vocabulary"": [{""word"": ""友達"", ""reading"": ""ともだち"", ""meaning"": ""friends"", ""role"": ""Noun""}, {""word"": ""と"", ""reading"": ""と"", ""meaning"": ""with"", ""role"": ""Particle""}, {""word"": ""映画"", ""reading"": ""えいが"", ""meaning"": ""movie"", ""role"": ""Noun""}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""object marker"", ""role"": ""Particle""}, {""word"": ""見に"", ""reading"": ""みに"", ""meaning"": ""to watch"", ""role"": ""Verb stem + に""}, {""word"": ""行く"", ""reading"": ""いく"", ""meaning"": ""to go"", ""role"": ""Verb""}], ""grammar"": {""context"": ""The sentence expresses the intention of going out to watch a movie together with friends."", ""steps"": [""**Steps**:"", ""**友達と (ともだちと)**: \""with friends\"" - The particle と indicates companionship or association."", ""**映画を (えいがを)**: \""movie\"" - The particle を marks the direct object of the action, which is the movie being watched."", ""**見に行く (みにいく)**: \""to go to watch\"" - This is a compound verb structure where 見る (to see/watch) is combined with 行く (to go) to indicate the action of going somewhere for the purpose of watching.""], ""contribution to meaning"": [""The use of **と** shows that the action is done together with friends."", ""The particle **を** clarifies that the movie is the object of the action."", ""The combination of **見に行く** indicates the purpose of the action, which is to go out specifically for watching a movie.""]}, ""tips"": [[""Tip"", ""Remember that the particle **と** is used for companionship, so whenever you want to say \""with someone,\"" think of using **と**.""], [""Common Mistake"", ""A frequent error is confusing the particles **を** and **が**. **を** is used for the direct object of the action (what is being watched), while **が** is used to indicate the subject of a sentence. To avoid this mistake, practice identifying the subject and object in sentences to understand which particle to use.""]]}"
N5,にする,にする,to decide on,Expression / Grammar,飲み物はコーヒーにします。,I'll have coffee.,"{""vocabulary"": [{""word"": ""飲み物"", ""reading"": ""のみもの, nomimono"", ""meaning"": ""drink\"" or \""beverage"", ""role"": ""Noun""}, {""word"": ""は"", ""reading"": ""は, wa"", ""meaning"": ""as for"", ""role"": ""Particle""}, {""word"": ""コーヒー"", ""reading"": ""こーひー, kōhī"", ""meaning"": ""coffee"", ""role"": ""Noun""}, {""word"": ""に"", ""reading"": ""に, ni"", ""meaning"": ""to\"" or \""for"", ""role"": ""Particle""}, {""word"": ""します"", ""reading"": ""します, shimasu"", ""meaning"": ""to do\"" or \""to decide"", ""role"": ""Verb, polite form""}], ""grammar"": {""context"": ""The sentence expresses a decision about what drink to have, specifically stating that the speaker will choose coffee."", ""steps"": [""**Steps**:"", ""**飲み物は**: The topic of the sentence is introduced with the noun \""飲み物\"" (drink) followed by the topic marker \""は\"" (wa)."", ""**コーヒーに**: The choice is specified as \""コーヒー\"" (coffee) with the particle \""に\"" (ni) indicating the direction of the decision."", ""**します**: The verb \""します\"" (shimasu) indicates the action of deciding or choosing.""], ""contribution to meaning"": [""The topic marker \""は\"" (wa) emphasizes that the discussion is about drinks."", ""The particle \""に\"" (ni) shows the direction of the decision, indicating that the drink chosen is coffee."", ""The verb \""します\"" (shimasu) conveys the action of making a decision, completing the thought that the speaker has chosen coffee.""]}, ""tips"": [[""Tip"", ""Remember that \""は\"" (wa) marks the topic of the sentence, which is often what the speaker wants to emphasize or discuss. Think of it as saying \""As for...\"" in English.""], [""Common Mistake"", ""A common mistake is confusing \""に\"" (ni) with \""を\"" (wo). \""を\"" is used to indicate the direct object of a verb, while \""に\"" indicates the direction or target of an action. To avoid this, remember that in this context, you are not just stating what you are drinking, but rather what you are choosing to drink.""]]}"
N5,に/へ,に / へ,to (indicates direction / destination),Particle,再来年、国へ帰ります。,I'm returning to my home country the year after next.,"{""vocabulary"": [{""word"": ""再来年"", ""reading"": ""さらいねん"", ""meaning"": ""the year after next"", ""role"": ""Noun""}, {""word"": ""国"", ""reading"": ""くに"", ""meaning"": ""country"", ""role"": ""Noun""}, {""word"": ""へ"", ""reading"": ""へ"", ""meaning"": ""to"", ""role"": ""Particle indicating direction""}, {""word"": ""帰ります"", ""reading"": ""かえります"", ""meaning"": ""return"", ""role"": ""Verb, polite form of 帰る (かえる)""}], ""grammar"": {""context"": ""The sentence expresses the speaker's intention to return to their home country two years from now."", ""steps"": [""**Steps**:"", ""**再来年 (さらいねん)**: This noun indicates a specific time frame, referring to the year after next."", ""**国 (くに)**: This noun specifies the destination, which is the speaker's home country."", ""**へ (へ)**: This particle indicates the direction of the action, showing that the speaker is going towards their country."", ""**帰ります (かえります)**: This is the polite form of the verb \""to return,\"" indicating the action the speaker will take.""], ""contribution to meaning"": [""The use of **再来年** sets the time context for the action."", ""**国** specifies where the speaker is returning to, giving clarity to the destination."", ""**へ** indicates the direction of the action, which is essential for understanding the movement towards the country."", ""**帰ります** conveys the action of returning, which is the main verb of the sentence.""]}, ""tips"": [[""Tip"", ""To remember the term **再来年**, think of it as \""再\"" (again) + \""来年\"" (next year), which helps you associate it with the concept of \""the year after next.\""""], [""Common Mistake"", ""A common mistake is confusing the particles **へ** and **に**. While both can indicate direction, **へ** is more about the direction of movement, while **に** often indicates a specific point of arrival. To avoid this mistake, remember that **へ** is used when you want to emphasize the journey towards a place, as in this sentence.""]]}"
N5,の,の,possessive particle,Particle,これは私の本です。,This is my book.,"{""vocabulary"": [{""word"": ""これ"", ""reading"": ""kore"", ""meaning"": ""This"", ""role"": ""Demonstrative pronoun""}, {""word"": ""は"", ""reading"": ""wa"", ""meaning"": ""is"", ""role"": ""Topic marker particle""}, {""word"": ""私"", ""reading"": ""watashi"", ""meaning"": ""I\"" or \""my"", ""role"": ""Pronoun""}, {""word"": ""の"", ""reading"": ""no"", ""meaning"": ""of\"" or \""my"", ""role"": ""Possessive particle""}, {""word"": ""本"", ""reading"": ""hon"", ""meaning"": ""book"", ""role"": ""Noun""}, {""word"": ""です"", ""reading"": ""desu"", ""meaning"": ""is"", ""role"": ""Copula, polite form""}], ""grammar"": {""context"": ""The sentence \""これは私の本です。\"" translates to \""This is my book,\"" indicating that the speaker is identifying a specific book that belongs to them."", ""steps"": [""**Steps**:"", ""**これ (kore)**: This word indicates the object being referred to, which is \""this\"" in English."", ""**は (wa)**: This particle marks the topic of the sentence, which is \""this\"" (the book)."", ""**私の (watashi no)**: The combination of \""私\"" (I) and \""の\"" (of) indicates possession, meaning \""my.\"""", ""**本 (hon)**: This noun specifies what is being talked about, which is \""book.\"""", ""**です (desu)**: This is a polite ending that functions as the copula, linking the subject to the predicate.""], ""contribution to meaning"": [""**これ (kore)** establishes the subject of the sentence."", ""**は (wa)** indicates that the sentence is about \""this.\"""", ""**私の (watashi no)** clarifies ownership, indicating that the book belongs to the speaker."", ""**本 (hon)** identifies the object in question."", ""**です (desu)** provides a polite affirmation that the statement is true.""]}, ""tips"": [[""Tip"", ""Remember that \""は\"" (wa) is used to mark the topic of the sentence, not the subject. This is a common point of confusion for beginners.""], [""Common Mistake"", ""A frequent error is to omit the particle \""は\"" (wa) and say \""これ私の本です\"" instead of \""これは私の本です.\"" To avoid this, always check if you have marked the topic of your sentence correctly with \""は\"" (wa).""]]}"
N5,のです,のです,to explain something; show emphasis,Expression / Grammar,どうして行かなかったのですか？,Why didn’t you go?,"{""vocabulary"": [{""word"": ""どうして"", ""reading"": ""dōshite"", ""meaning"": ""Why"", ""role"": ""Adverb""}, {""word"": ""行かなかった"", ""reading"": ""ikanakatta"", ""meaning"": ""did not go"", ""role"": ""Verb, past negative form of 行く (iku)""}, {""word"": ""の"", ""reading"": ""no"", ""meaning"": ""a nominalizer"", ""role"": ""Particle""}, {""word"": ""です"", ""reading"": ""desu"", ""meaning"": ""is"", ""role"": ""Copula""}, {""word"": ""か"", ""reading"": ""ka"", ""meaning"": ""question marker"", ""role"": ""Particle""}], ""grammar"": {""context"": ""The sentence is asking someone why they did not go somewhere. It expresses curiosity or concern about the person's absence."", ""steps"": [""**Steps**:"", ""**どうして (dōshite)**: This adverb is used to ask for the reason behind an action or situation."", ""**行かなかった (ikanakatta)**: This is the past negative form of the verb 行く (iku, \""to go\""). The structure is 行く (iku) → 行かない (ikanai, \""not go\"") → 行かなかった (ikanakatta, \""did not go\"")."", ""**の (no)**: This particle nominalizes the preceding clause, turning the action of not going into a subject of inquiry."", ""**です (desu)**: This is a polite copula that adds formality to the sentence."", ""**か (ka)**: This particle indicates that the sentence is a question.""], ""contribution to meaning"": [""**どうして** sets the tone of inquiry, prompting the listener to explain."", ""**行かなかった** specifies the action in question, indicating that the listener did not go somewhere."", ""**の** transforms the action into a subject, making it the focus of the question."", ""**です** adds politeness, making the question more respectful."", ""**か** signals that the speaker is asking for information, confirming that it is a question.""]}, ""tips"": [[""Tip"", ""To remember the structure of past negative verbs, practice conjugating other verbs in the same way. For example, 行く (iku) → 行かない (ikanai) → 行かなかった (ikanakatta).""], [""Common Mistake"", ""A frequent error is omitting the particle **の** when asking about actions. This can lead to confusion, as the sentence may sound incomplete. Always remember to include **の** to clarify that you are asking about the action itself.""]]}"
N5,のが下手,のがへた,to be bad at doing something,Expression / Grammar,彼は名前を覚えるのが下手だ。,He is weak on names.,"{""vocabulary"": [{""word"": ""彼"", ""reading"": ""かれ"", ""meaning"": ""He"", ""role"": ""Pronoun""}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""Topic marker"", ""role"": ""Particle""}, {""word"": ""名前"", ""reading"": ""なまえ"", ""meaning"": ""Name"", ""role"": ""Noun""}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""Object marker"", ""role"": ""Particle""}, {""word"": ""覚える"", ""reading"": ""おぼえる"", ""meaning"": ""To remember"", ""role"": ""Verb, dictionary form""}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""Nominalizer"", ""role"": ""Particle""}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""Subject marker"", ""role"": ""Particle""}, {""word"": ""下手"", ""reading"": ""へた"", ""meaning"": ""Poor at\"" or \""weak"", ""role"": ""Adjective""}, {""word"": ""だ"", ""reading"": ""だ"", ""meaning"": ""Is"", ""role"": ""Copula""}], ""grammar"": {""context"": ""The sentence expresses that the person (he) is not good at remembering names."", ""steps"": [""**Steps**:"", ""**彼は**: \""He (topic)\"" - The sentence starts by establishing the subject."", ""**名前を覚える**: \""to remember names\"" - This phrase indicates what he is weak at."", ""**のが**: This construction nominalizes the verb phrase \""to remember names,\"" turning it into a subject of the sentence."", ""**下手だ**: \""is weak\"" - This describes the subject's ability regarding the action of remembering names.""], ""contribution to meaning"": [""The topic marker **は** indicates that the sentence is about \""he.\"""", ""The object marker **を** shows that \""names\"" is the object of the verb \""to remember.\"""", ""The nominalizer **の** transforms the action of remembering into a noun-like phrase, allowing it to be the subject of the following clause."", ""The subject marker **が** emphasizes that \""remembering names\"" is what he is weak at."", ""The adjective **下手** conveys the quality of being poor at something, and **だ** serves as the copula to complete the sentence.""]}, ""tips"": [[""Tip"", ""To remember the structure of the sentence, think of it as \""He (topic) is weak at (subject) remembering names (object).\"" This will help you visualize the relationships between the words.""], [""Common Mistake"", ""A common mistake is confusing the particles **を** and **が**. Remember that **を** marks the direct object of a verb (what is being acted upon), while **が** marks the subject of the sentence or clause (who or what is performing the action). To avoid this, practice identifying the roles of words in simple sentences.""]]}"
N5,のが上手,のがじょうず,to be good at,Expression / Grammar,彼は歌うのが上手だ。,He is good at singing.,"{""vocabulary"": [{""word"": ""彼"", ""reading"": ""かれ"", ""meaning"": ""He"", ""role"": ""Pronoun""}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""Topic marker"", ""role"": ""Particle""}, {""word"": ""歌う"", ""reading"": ""うたう"", ""meaning"": ""To sing"", ""role"": ""Verb""}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""Nominalizer"", ""role"": ""Particle""}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""Subject marker"", ""role"": ""Particle""}, {""word"": ""上手"", ""reading"": ""じょうず"", ""meaning"": ""Good at"", ""role"": ""Adjective""}, {""word"": ""だ"", ""reading"": ""だ"", ""meaning"": ""Is"", ""role"": ""Copula""}], ""grammar"": {""context"": ""The sentence expresses that the subject (he) has a skill in singing, indicating proficiency or talent."", ""steps"": [""**Steps**:"", ""**彼は (かれは)**: The topic of the sentence is introduced as \""he.\"""", ""**歌うの (うたうの)**: The verb \""to sing\"" is nominalized by \""の,\"" turning it into a noun phrase \""singing.\"""", ""**が (が)**: This particle marks \""singing\"" as the subject of the following adjective."", ""**上手だ (じょうずだ)**: The adjective \""good at\"" is used here with the copula \""だ\"" to assert that he is good at the subject identified.""], ""contribution to meaning"": [""The topic marker \""は\"" indicates that the sentence is about \""he.\"""", ""The nominalizer \""の\"" allows the verb \""sing\"" to function as a noun, which is necessary for describing a skill."", ""The subject marker \""が\"" emphasizes that \""singing\"" is what he is good at."", ""The adjective \""上手\"" combined with \""だ\"" provides the quality of being good at the activity mentioned.""]}, ""tips"": [[""Tip"", ""To remember the use of \""の\"" as a nominalizer, think of it as a way to turn actions (verbs) into things (nouns) that can be described or evaluated.""], [""Common Mistake"", ""A frequent error is confusing \""上手\"" with \""得意\"" (とくい), which also means \""good at.\"" While both can be used to express skill, \""上手\"" is more commonly used for general skills, especially in artistic contexts like singing. To avoid this mistake, remember that \""上手\"" is often used with activities like singing, while \""得意\"" can imply a personal preference or strength in a specific area.""]]}"
N5,のが好き,のがすき,to like doing something,Expression / Grammar,歌うのが好きです。,I like to sing.,"{""vocabulary"": [{""word"": ""歌う"", ""reading"": ""うたう"", ""meaning"": ""to sing"", ""role"": ""Verb""}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""subject marker"", ""role"": ""Particle""}, {""word"": ""好き"", ""reading"": ""すき"", ""meaning"": ""like\"" or \""fond of"", ""role"": ""Adjective""}], ""grammar"": {""context"": ""The sentence expresses a personal preference, indicating that the speaker enjoys singing."", ""steps"": [""**Steps**:"", ""**歌う (うたう)**: The base verb meaning \""to sing.\"""", ""**の (の)**: This particle is used to nominalize the verb \""歌う,\"" turning it into \""singing\"" as a noun."", ""**が (が)**: This particle marks the subject of the sentence, which is \""singing\"" (歌うの)."", ""**好き (すき)**: An adjective that describes a liking or fondness for something."", ""**です (です)**: A polite ending that makes the statement more formal.""], ""contribution to meaning"": [""The verb \""歌う\"" is transformed into a noun by \""の,\"" allowing it to be the subject of the sentence."", ""The subject \""歌うの\"" is marked by \""が,\"" indicating that it is what the speaker likes."", ""\""好き\"" expresses the speaker's fondness for the action of singing."", ""\""です\"" adds politeness to the statement, making it suitable for conversation.""]}, ""tips"": [[""Tip"", ""To remember the use of \""の\"" for nominalization, think of it as a way to turn actions into things you can like or dislike. For example, \""食べるの\"" (taberu no) means \""eating.\""""], [""Common Mistake"", ""A common mistake is to confuse \""が\"" with \""は.\"" While \""は\"" indicates the topic of the sentence, \""が\"" specifies the subject. To avoid this, remember that \""が\"" is used when you want to emphasize what you like (in this case, \""singing\"").""]]}"
N5,の中で[A]が一番,のなかで[A]がいちばん,"out of this group, [A] is best",Expression / Grammar,果物の中でリンゴが一番好きです。,"Out of all the fruits, I like apples the most.","{""vocabulary"": [{""word"": ""果物"", ""reading"": ""くだもの"", ""meaning"": ""fruit"", ""role"": ""Noun""}, {""word"": ""中で"", ""reading"": ""なかで"", ""meaning"": ""among\"" or \""in"", ""role"": ""Phrase, indicating a location or selection""}, {""word"": ""リンゴ"", ""reading"": ""りんご"", ""meaning"": ""apple"", ""role"": ""Noun""}, {""word"": ""一番"", ""reading"": ""いちばん"", ""meaning"": ""the most"", ""role"": ""Adverb, indicating the highest degree""}, {""word"": ""好き"", ""reading"": ""すき"", ""meaning"": ""like"", ""role"": ""Adjective, indicating preference""}], ""grammar"": {""context"": ""The sentence expresses a personal preference, indicating that among all fruits, the speaker has a particular fondness for apples."", ""steps"": [""**Steps**:"", ""**果物の中で**: This phrase sets the context by indicating that the comparison is being made among fruits."", ""**リンゴが**: Here, \""リンゴ\"" (apple) is marked as the subject of the sentence with the particle \""が\""."", ""**一番好きです**: This part conveys the speaker's preference, with \""一番\"" indicating the highest degree of liking, and \""好きです\"" stating that the speaker likes apples.""], ""contribution to meaning"": [""The phrase \""果物の中で\"" establishes the scope of the comparison (among fruits)."", ""The subject \""リンゴ\"" specifies what the speaker likes."", ""\""一番好きです\"" emphasizes that apples are the speaker's favorite, making it clear that they prefer apples over all other fruits.""]}, ""tips"": [[""Tip"", ""To remember the structure of expressing preferences in Japanese, think of \""好き\"" (like) as a key verb that often follows the subject marked by \""が\"". The phrase \""一番\"" can be associated with \""the best\"" or \""the most,\"" which helps in identifying the degree of preference.""], [""Common Mistake"", ""A common mistake is to confuse the use of \""が\"" and \""は\"". \""が\"" is used to introduce new information or specify the subject, while \""は\"" is used for general statements or topics. To avoid this, remember that \""が\"" is often used when you want to highlight something specific, like your favorite fruit in this case.""]]}"
N5,ので,ので,because of; given that; since,Particle,疲れたので休みます。,"I’m tired, so I’ll take a break.","{""vocabulary"": [{""word"": ""疲れた"", ""reading"": ""つかれた"", ""meaning"": ""tired"", ""role"": ""Adjective, past tense of 疲れる (つかれる)""}, {""word"": ""ので"", ""reading"": ""ので"", ""meaning"": ""because\"" or \""so"", ""role"": ""Conjunction, indicates reason""}, {""word"": ""休みます"", ""reading"": ""やすみます"", ""meaning"": ""take a break\"" or \""rest"", ""role"": ""Verb, polite present/future tense of 休む (やすむ)""}], ""grammar"": {""context"": ""The sentence expresses a reason for taking a break, indicating that the speaker is tired and will rest as a result."", ""steps"": [""**Steps**:"", ""**疲れた**: This is the past tense form of the verb 疲れる (to get tired). It describes the current state of the speaker."", ""**ので**: This conjunction is used to indicate a reason or cause. It connects the state of being tired to the action of taking a break."", ""**休みます**: This is the polite form of the verb 休む (to rest). It indicates the action that the speaker will take in response to being tired.""], ""contribution to meaning"": [""**疲れた** establishes the condition (being tired) that prompts the action."", ""**ので** links the condition to the action, showing that the action is a direct response to the condition."", ""**休みます** states the action that will be taken, completing the thought that the speaker will rest because they are tired.""]}, ""tips"": [[""Tip"", ""To remember the use of **ので**, think of it as a way to express \""because\"" or \""so\"" in a cause-and-effect relationship. It helps to connect two clauses logically.""], [""Common Mistake"", ""A common mistake is to confuse **ので** with **から**. While both can mean \""because,\"" **ので** is more formal and polite, making it suitable for conversations where respect is important. To avoid this mistake, remember that **ので** is often used in more formal contexts, while **から** is more casual.""]]}"
N5,を,を,object marker particle,Particle,本を読みます。,I read a book.,"{""vocabulary"": [{""word"": ""本"", ""reading"": ""ほん"", ""meaning"": ""book"", ""role"": ""Noun""}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""object marker"", ""role"": ""Particle""}, {""word"": ""読みます"", ""reading"": ""よみます"", ""meaning"": ""read"", ""role"": ""Verb, polite form""}], ""grammar"": {""context"": ""The sentence \""本を読みます。\"" translates to \""I read a book.\"" It expresses the action of reading a book in a polite manner."", ""steps"": [""**Steps**:"", ""**本 (ほん)**: This is the noun that indicates what is being read, which is \""book.\"""", ""**を (を)**: This particle marks \""本\"" as the direct object of the verb. It indicates that the action of the verb is being performed on this noun."", ""**読みます (よみます)**: This is the polite present form of the verb \""読む\"" (to read). The ending \""ます\"" indicates politeness and is commonly used in formal or polite conversations.""], ""contribution to meaning"": [""The noun \""本\"" tells us what is being read."", ""The particle \""を\"" clarifies that \""本\"" is the object of the action."", ""The verb \""読みます\"" conveys the action being performed (reading) and the politeness level of the statement.""]}, ""tips"": [[""Tip"", ""To remember the use of the particle \""を,\"" think of it as a marker that highlights what you are focusing on in your action. It helps to visualize it as a spotlight on the object of the verb.""], [""Common Mistake"", ""A common mistake is to forget to use the particle \""を\"" when stating the object of the verb. To avoid this, always check if you have clearly marked the object of your action with \""を\"" before the verb. For example, in \""本を読みます,\"" ensure that \""本\"" is followed by \""を\"" to indicate that it is the book being read.""]]}"
N5,をください,をください,please give me~,Expression / Grammar,水をください。,"Can I have some water, please?","{""vocabulary"": [{""word"": ""水"", ""reading"": ""みず"", ""meaning"": ""water"", ""role"": ""Noun""}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""particle marking the direct object"", ""role"": ""Particle""}, {""word"": ""ください"", ""reading"": ""ください"", ""meaning"": ""please give (me)"", ""role"": ""Verb phrase, polite form""}], ""grammar"": {""context"": ""The sentence \""水をください。\"" is a polite request asking for water. It is commonly used in restaurants or when someone wants to ask for something in a courteous manner."", ""steps"": [""**Steps**:"", ""**水 (みず)**: This is the noun that represents the object of the request, which is \""water.\"""", ""**を (を)**: This particle indicates that \""水\"" (water) is the direct object of the verb that follows."", ""**ください (ください)**: This is a polite request form of the verb \""kudasaru,\"" which means \""to give.\"" In this context, it translates to \""please give (me).\""""], ""contribution to meaning"": [""The noun \""水\"" specifies what is being requested."", ""The particle \""を\"" clarifies that \""水\"" is the object of the action."", ""The phrase \""ください\"" makes the request polite, indicating that the speaker is asking rather than demanding.""]}, ""tips"": [[""Tip"", ""To remember the structure of requests in Japanese, think of it as \""object + を + ください.\"" This pattern can be applied to various objects, making it easier to form polite requests.""], [""Common Mistake"", ""A frequent error is omitting the particle \""を.\"" Beginners might say \""水ください\"" instead of \""水をください.\"" To avoid this, always remember that the direct object in Japanese sentences typically requires a particle to indicate its role.""]]}"
N5,しかし,しかし,but; however,Conjunction,しかし、なぜ？,But why?,"{""vocabulary"": [{""word"": ""しかし"", ""reading"": ""shikashi"", ""meaning"": ""But"", ""role"": ""Conjunction""}, {""word"": ""なぜ"", ""reading"": ""naze"", ""meaning"": ""Why?"", ""role"": ""Interrogative adverb""}], ""grammar"": {""context"": ""The sentence \""しかし、なぜ？\"" translates to \""But why?\"" and is used to express a contrast or a questioning thought following a previous statement or situation. It indicates that the speaker is questioning the reason behind something that has been mentioned or implied."", ""steps"": [""**Steps**:"", ""**しかし (shikashi)**: This is a conjunction used to introduce a contrasting statement. It indicates that what follows may oppose or question what has been previously stated."", ""**なぜ (naze)**: This is an interrogative adverb used to ask for the reason or cause of something. It directly translates to \""why\"" in English.""], ""contribution to meaning"": [""The use of **しかし** sets up a contrast, suggesting that the speaker is not satisfied with the previous information or is seeking clarification."", ""The word **なぜ** directly asks for the reason, making the sentence a question that seeks further explanation.""]}, ""tips"": [[""Tip"", ""To remember the use of **しかし**, think of it as a way to introduce a \""but\"" statement. It often signals a shift in thought, so when you hear it, prepare for a contrasting idea.""], [""Common Mistake"", ""A common mistake is to confuse **なぜ** with **なんで (nande)**, which also means \""why.\"" While both can be used interchangeably in many contexts, **なぜ** is often considered more formal. To avoid this mistake, remember that **なぜ** is suitable for formal situations, while **なんで** is more casual.""]]}"
