JLPT,Word,Reading,Meaning,Word Type,Example Sentence JP,Example Sentence EN,breakdown
N5,たことがある,たことがある,to have done something before,Expression,私は日本に行ったことがある。,I have been to Japan.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""日本"", ""reading"": ""にほん"", ""meaning"": ""Japan"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Direction/Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""行った"", ""reading"": ""いった"", ""meaning"": ""went"", ""role"": ""Verb, past tense"", ""components"": [], ""combined_explanation"": "" **こと (こと)**: “thing” or “experience” - [Noun]""}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": "" **ある (ある)**: “to exist” (for inanimate objects or experiences) - [Verb]""}], ""grammar"": {""context"": ""This sentence expresses the speaker's past experience of having traveled to Japan. It indicates that the speaker has been to Japan at some point in their life."", ""steps"": [""**私** - Refers to the speaker, marking them as the topic of the sentence."", ""**は** - Marks “私” as the topic."", ""**日本** - Indicates the destination, Japan."", ""**に** - Marks the direction or location of the action (going to Japan)."", ""**行った** - The past tense of “行く” (to go), indicating that the action has been completed."", ""**こと** - Refers to the experience of going, turning the verb into a noun phrase."", ""**が** - Marks “こと” as the subject of the following verb."", ""**ある** - Indicates the existence of the experience of having gone to Japan.""], ""sentence_pattern"": ""- [Topic] + [は] + [Location] + [に] + [Verb (past tense)] + [こと] + [が] + [Verb (exist)]\n- **Kanji**: 彼はフランスに行ったことがある。\n- **Hiragana**: かれはふらんすにいったことがある。\n- **English Translation**: He has been to France."", ""sentence_pattern_kanji"": ""彼はフランスに行ったことがある。"", ""sentence_pattern_hiragana"": ""かれはふらんすにいったことがある。"", ""sentence_pattern_english"": ""He has been to France."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that “ことがある” is a common way to express past experiences. It literally means “there is a thing (that I have done).”"", ""common_mistake"": ""Beginners often confuse the use of に and へ. In this context, に is used to indicate the destination (Japan), while へ is more about direction and is less commonly used with verbs like 行く in this structure."", ""alternative_expression"": {""kanji"": ""私は日本へ行ったことがある。"", ""hiragana"": ""わたしはにほんへいったことがある。"", ""english"": ""I have been to Japan.""}, ""new_words_in_alternative"": [{""word"": ""へ"", ""reading"": ""へ"", ""meaning"": ""[Direction Marker]"", ""description"": ""Particle""}]}}"
N5,たい,たい,to want to do something,Auxiliary Verb,私は日本語を勉強したいです。,I want to study Japanese.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""日本語"", ""reading"": ""にほんご"", ""meaning"": ""Japanese (language)"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""勉強"", ""reading"": ""べんきょう"", ""meaning"": ""study"", ""role"": ""Noun/Verb"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""したい"", ""reading"": ""したい"", ""meaning"": ""want to do"", ""role"": ""Verb, desire form"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""[Polite ending particle]"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's desire to study the Japanese language. It indicates a personal goal or aspiration regarding language learning."", ""steps"": [""**私** - Refers to the speaker, “I.”"", ""**は** - Marks “私” as the topic of the sentence."", ""**日本語** - Specifies the object of study, which is the Japanese language."", ""**を** - Marks “日本語” as the object of the verb “勉強.”"", ""**勉強** - The noun form meaning “study,” which can also function as a verb."", ""**したい** - The desire form of the verb “する” (to do), indicating the speaker's wish to engage in the action of studying."", ""**です** - A polite ending particle that adds formality to the sentence.""], ""sentence_pattern"": ""- [Topic] + [は] + [Object] + [を] + [Verb (desire form)] + [です]\n- **Kanji**: 彼は英語を勉強したいです。\n- **Hiragana**: かれはえいごをべんきょうしたいです。\n- **English Translation**: He wants to study English."", ""sentence_pattern_kanji"": ""彼は英語を勉強したいです。"", ""sentence_pattern_hiragana"": ""かれはえいごをべんきょうしたいです。"", ""sentence_pattern_english"": ""He wants to study English."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the structure of the sentence clearly separates the topic (私) from the action (勉強したい), making it easier to identify what you want to do."", ""common_mistake"": ""Beginners often confuse the use of を and は. Use を to mark the direct object of the verb, while は marks the topic of the sentence."", ""alternative_expression"": {""kanji"": ""日本語を学びたいです。"", ""hiragana"": ""にほんごをまなびたいです。"", ""english"": ""I want to learn Japanese.""}, ""new_words_in_alternative"": [{""word"": ""学びたい"", ""reading"": ""まなびたい"", ""meaning"": ""want to learn"", ""description"": ""Verb, desire form""}]}}"
N5,たり〜たり,たり〜たり,do such things as A and B,Expression,週末は映画を見たり、友達と遊んだりします。,"On the weekend, I do things like watch movies and hang out with friends.","{""vocabulary"": [{""word"": ""週末"", ""reading"": ""しゅうまつ"", ""meaning"": ""weekend"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""映画"", ""reading"": ""えいが"", ""meaning"": ""movie"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""見たり"", ""reading"": ""みたり"", ""meaning"": ""watch (and do other things)"", ""role"": ""Verb, たり-form"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""友達"", ""reading"": ""ともだち"", ""meaning"": ""friend"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""と"", ""reading"": ""と"", ""meaning"": ""with"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""遊んだり"", ""reading"": ""あそんだり"", ""meaning"": ""hang out (and do other things)"", ""role"": ""Verb, たり-form"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""します"", ""reading"": ""します"", ""meaning"": ""do"", ""role"": ""Verb, polite form"", ""components"": [{""part"": ""する"", ""reading"": ""する"", ""meaning"": ""to do"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the activities the speaker engages in during the weekend. It highlights a variety of actions, emphasizing that the speaker enjoys both watching movies and spending time with friends."", ""steps"": [""**週末** - Refers to the time frame, the weekend."", ""**は** - Marks “週末” as the topic of the sentence."", ""**映画** - Indicates the object of the action, which is “movies.”"", ""**を** - Marks “映画” as the direct object of the verb."", ""**見たり** - The たり-form of “見る,” indicating that watching movies is one of the activities."", ""**友達** - Refers to the subject of the second action, which is “friends.”"", ""**と** - Indicates that the action is done with friends."", ""**遊んだり** - The たり-form of “遊ぶ,” indicating that hanging out with friends is another activity."", ""**します** - The polite form of “する,” indicating that the speaker performs these activities.""], ""sentence_pattern"": ""- [Topic] + [は] + [Object 1] + [を] + [Verb 1 (たり)] + [、] + [Object 2] + [と] + [Verb 2 (たり)] + [Verb (polite)]\n- **Kanji**: 週末は友達と遊んだり、映画を見たりします。\n- **Hiragana**: しゅうまつはともだちとあそんだり、えいがをみたりします。\n- **English Translation**: On the weekend, I hang out with friends and watch movies."", ""sentence_pattern_kanji"": ""週末は友達と遊んだり、映画を見たりします。"", ""sentence_pattern_hiragana"": ""しゅうまつはともだちとあそんだり、えいがをみたりします。"", ""sentence_pattern_english"": ""On the weekend, I hang out with friends and watch movies."", ""contribution"": """"}, ""tips"": {""tip"": ""The たり-form is a great way to express multiple activities without listing them all. It gives a sense of variety and flexibility in what you do."", ""common_mistake"": ""Beginners often forget to use the たり-form correctly. Remember that it is used to list actions and is typically followed by します or another verb to indicate what you do."", ""alternative_expression"": {""kanji"": ""週末は映画を見たり、友達と遊んだりしています。"", ""hiragana"": ""しゅうまつはえいがをみたり、ともだちとあそんだりしています。"", ""english"": ""On the weekend, I am doing things like watching movies and hanging out with friends.""}, ""new_words_in_alternative"": []}}"
N5,てある,てある,is in a state of being done (resulting state),Expression,ドアが開いてある。,The door is open.,"{""vocabulary"": [{""word"": ""ドア"", ""reading"": ""どあ"", ""meaning"": ""door"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""が"", ""reading"": ""が"", ""meaning"": ""[Subject Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""開いて"", ""reading"": ""あいて"", ""meaning"": ""open"", ""role"": ""Verb, て-form"", ""components"": [{""part"": ""開く"", ""reading"": ""あく"", ""meaning"": ""to open"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the current state of a door, indicating that it is open. It suggests that the door is not just open temporarily, but is in a state of being open at the moment of speaking."", ""steps"": [""**ドア** - Refers to the subject of the sentence, the door."", ""**が** - Marks “ドア” as the subject of the sentence."", ""**開いて** - The て-form of “開く,” indicating the action of opening, used here to describe the state of the door."", ""**ある** - Indicates that the state of being open exists.""], ""sentence_pattern"": ""- [Subject] + [が] + [Verb (て-form)] + [Verb (exist)]\n- **Kanji**: 窓が開いてある。\n- **Hiragana**: まどがあいてある。\n- **English Translation**: The window is open."", ""sentence_pattern_kanji"": ""窓が開いてある。"", ""sentence_pattern_hiragana"": ""まどがあいてある。"", ""sentence_pattern_english"": ""The window is open."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the て-form is often used to connect verbs and describe ongoing states. In this case, it connects the action of opening to the existence of that state."", ""common_mistake"": ""Beginners might confuse the use of ある with いる. Remember that ある is used for inanimate objects (like doors), while いる is used for animate objects (like people or animals)."", ""alternative_expression"": {""kanji"": ""ドアが開いている。"", ""hiragana"": ""どあがあいている。"", ""english"": ""The door is open.""}, ""new_words_in_alternative"": [{""word"": ""開いている"", ""reading"": ""あいている"", ""meaning"": ""is open"", ""description"": ""Verb, present continuous form""}]}}"
N5,ている,ている,indicates an ongoing action or current state,Expression,私は今、勉強しています。,I am studying now.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""今"", ""reading"": ""いま"", ""meaning"": ""now"", ""role"": ""Adverb"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""勉強"", ""reading"": ""べんきょう"", ""meaning"": ""study"", ""role"": ""Noun/Verb"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""しています"", ""reading"": ""しています"", ""meaning"": ""am doing"", ""role"": ""Verb, present continuous"", ""components"": [{""part"": ""する"", ""reading"": ""する"", ""meaning"": ""to do"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses that the speaker is currently engaged in the act of studying. It emphasizes the present moment and the ongoing nature of the action."", ""steps"": [""**私** - Refers to the speaker, marking them as the topic of the sentence."", ""**は** - Marks “私” as the topic."", ""**今** - Indicates the time, meaning “now.”"", ""**勉強** - The noun form meaning “study.”"", ""**しています** - The present continuous form of “する,” indicating that the action of studying is currently happening.""], ""sentence_pattern"": ""- [Topic] + [は] + [Time] + [Noun] + [Verb (present continuous)]\n- **Kanji**: 彼は毎日運動しています。\n- **Hiragana**: かれはまいにちうんどうしています。\n- **English Translation**: He is exercising every day."", ""sentence_pattern_kanji"": ""彼は毎日運動しています。"", ""sentence_pattern_hiragana"": ""かれはまいにちうんどうしています。"", ""sentence_pattern_english"": ""He is exercising every day."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the present continuous form (しています) is used to express actions that are currently happening. It’s a combination of the verb “する” (to do) and the auxiliary verb “いる” (to be)."", ""common_mistake"": ""Beginners often confuse the use of は and が. In this context, は is used to mark the topic (私), while が is typically used for the subject of a sentence."", ""alternative_expression"": {""kanji"": ""今、私は勉強中です。"", ""hiragana"": ""いま、わたしはべんきょうちゅうです。"", ""english"": ""I am in the middle of studying now.""}, ""new_words_in_alternative"": [{""word"": ""中"", ""reading"": ""ちゅう"", ""meaning"": ""in the middle of"", ""description"": ""Noun""}]}}"
N5,てから,てから,after doing~,Expression,ごはんをたべてから、テレビをみます。,"After eating dinner, I will watch TV.","{""vocabulary"": [{""word"": ""ごはん"", ""reading"": ""ごはん"", ""meaning"": ""rice / meal"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""たべて"", ""reading"": ""たべて"", ""meaning"": ""eating"", ""role"": ""Verb, て-form"", ""components"": [{""part"": ""たべる"", ""reading"": ""たべる"", ""meaning"": ""to eat"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}, {""word"": ""から"", ""reading"": ""から"", ""meaning"": ""after"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""テレビ"", ""reading"": ""てれび"", ""meaning"": ""TV"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""みます"", ""reading"": ""みます"", ""meaning"": ""will watch"", ""role"": ""Verb, polite form"", ""components"": [{""part"": ""みる"", ""reading"": ""みる"", ""meaning"": ""to watch"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a sequence of actions where the speaker first eats dinner and then watches TV. It establishes a clear order of events."", ""steps"": [""**ごはんを** - Refers to the object of the first action, which is “dinner” or “rice.”"", ""**たべて** - The て-form of the verb “to eat,” indicating the action is ongoing and connects to the next action."", ""**から** - Indicates that the following action occurs after the previous one."", ""**テレビを** - Refers to the object of the second action, which is “TV.”"", ""**みます** - The polite form of the verb “to watch,” indicating the future action.""], ""sentence_pattern"": ""- [Object 1] + [を] + [Verb (て-form)] + [から] + [Object 2] + [を] + [Verb (polite form)]\n- **Kanji**: ごはんを食べてから、テレビを見ます。\n- **Hiragana**: ごはんをたべてから、てれびをみます。\n- **English Translation**: After eating dinner, I will watch TV."", ""sentence_pattern_kanji"": ""ごはんを食べてから、テレビを見ます。"", ""sentence_pattern_hiragana"": ""ごはんをたべてから、てれびをみます。"", ""sentence_pattern_english"": ""After eating dinner, I will watch TV."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the て-form is used to connect actions in Japanese. It helps to think of it as a way to say “and then” or “after” when linking two verbs."", ""common_mistake"": ""Beginners often confuse the use of から with other time-related particles. Make sure to use から specifically to indicate “after” an action has been completed."", ""alternative_expression"": {""kanji"": ""ごはんを食べた後、テレビを見ます。"", ""hiragana"": ""ごはんをたべたあと、てれびをみます。"", ""english"": ""After I eat dinner, I will watch TV.""}, ""new_words_in_alternative"": [{""word"": ""後"", ""reading"": ""あと"", ""meaning"": ""after"", ""description"": ""Noun""}]}}"
N5,てください,てください,please do (something),Expression,宿題をしてください。,Please do your homework.,"{""vocabulary"": [{""word"": ""宿題"", ""reading"": ""しゅくだい"", ""meaning"": ""homework"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""して"", ""reading"": ""して"", ""meaning"": ""do"", ""role"": ""Verb, te-form"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""ください"", ""reading"": ""ください"", ""meaning"": ""please"", ""role"": ""Polite request expression"", ""components"": [{""part"": ""する"", ""reading"": ""する"", ""meaning"": ""to do"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence is a polite request asking someone to complete their homework. It is commonly used in educational settings or when giving instructions."", ""steps"": [""**宿題** - Refers to the homework that needs to be done."", ""**を** - Marks “宿題” as the object of the verb “する.”"", ""**して** - The te-form of “する,” which is used here to connect to the request."", ""**ください** - A polite way to ask someone to do something, translating to “please.”""], ""sentence_pattern"": ""- [Object] + [を] + [Verb (te-form)] + [ください]\n- **Kanji**: 本を読んでください。\n- **Hiragana**: ほんをよんでください。\n- **English Translation**: Please read the book."", ""sentence_pattern_kanji"": ""本を読んでください。"", ""sentence_pattern_hiragana"": ""ほんをよんでください。"", ""sentence_pattern_english"": ""Please read the book."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the te-form (like して) is crucial for making polite requests. It connects the action to the request smoothly."", ""common_mistake"": ""Beginners often forget to use the object marker を when stating what action to perform. Always include を to clarify what is being acted upon."", ""alternative_expression"": {""kanji"": ""宿題をやってください。"", ""hiragana"": ""しゅくだいをやってください。"", ""english"": ""Please do your homework.""}, ""new_words_in_alternative"": [{""word"": ""やる"", ""reading"": ""やる"", ""meaning"": ""to do"", ""description"": ""Verb""}]}}"
N5,てはいけない,てはいけない,must not; may not; cannot,Expression,ここで遊んではいけない。,You must not play here.,"{""vocabulary"": [{""word"": ""ここ"", ""reading"": ""ここ"", ""meaning"": ""here"", ""role"": ""Adverb"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""で"", ""reading"": ""で"", ""meaning"": ""[Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""遊んで"", ""reading"": ""あそんで"", ""meaning"": ""playing"", ""role"": ""Verb, te-form"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""いけない"", ""reading"": ""いけない"", ""meaning"": ""must not"", ""role"": ""Verb, negative potential form"", ""components"": [{""part"": ""行く"", ""reading"": ""いく"", ""meaning"": ""to go"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence conveys a prohibition against playing in a specific location. It is a common expression used to inform someone that an action is not permitted."", ""steps"": [""**ここ** - Indicates the location where the action is being discussed (here)."", ""**で** - Marks the location as the place where the action occurs."", ""**遊んで** - The te-form of the verb “遊ぶ” (to play), used to connect to the following phrase."", ""**は** - Marks the topic of the sentence, which is the action of playing."", ""**いけない** - Indicates that the action is prohibited or must not be done.""], ""sentence_pattern"": ""- [Location] + [で] + [Verb (te-form)] + [は] + [Verb (negative potential)]\n- **Kanji**: 学校で遊んではいけない。\n- **Hiragana**: がっこうであそんではいけない。\n- **English Translation**: You must not play at school."", ""sentence_pattern_kanji"": ""学校で遊んではいけない。"", ""sentence_pattern_hiragana"": ""がっこうであそんではいけない。"", ""sentence_pattern_english"": ""You must not play at school."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the te-form (遊んで) is used to connect actions or clauses, and in this case, it leads into the prohibition (いけない). It’s a useful form to learn for making complex sentences."", ""common_mistake"": ""Beginners often confuse the use of で and に. Remember that で indicates the location where an action takes place, while に indicates a destination or goal."", ""alternative_expression"": {""kanji"": ""ここで遊んではダメだ。"", ""hiragana"": ""ここであそんではだめだ。"", ""english"": ""You can't play here.""}, ""new_words_in_alternative"": [{""word"": ""ダメ"", ""reading"": ""だめ"", ""meaning"": ""not allowed"", ""description"": ""Adjective""}]}}"
N5,てもいいです,てもいいです,is okay to...; may I...?,Expression,ここに座ってもいいですか？,May I sit here?,"{""vocabulary"": [{""word"": ""ここ"", ""reading"": ""ここ"", ""meaning"": ""here"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""座って"", ""reading"": ""すわって"", ""meaning"": ""sitting"", ""role"": ""Verb, te-form"", ""components"": [{""part"": ""座る"", ""reading"": ""すわる"", ""meaning"": ""to sit"", ""contribution"": ""Verb""}], ""combined_explanation"": "" **も (も)**: “also” or “may” - [Particle]""}, {""word"": ""いい"", ""reading"": ""いい"", ""meaning"": ""good"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""ですか"", ""reading"": ""ですか"", ""meaning"": ""is it?"", ""role"": ""Polite ending particle"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence is a polite request asking for permission to sit in a specific location. It is commonly used in social situations where one seeks to ensure that their action is acceptable."", ""steps"": [""**ここ** - Indicates the location where the action (sitting) is to take place."", ""**に** - Marks “ここ” as the destination or location for the action."", ""**座って** - The te-form of the verb “座る,” indicating the action of sitting."", ""**も** - Suggests that the action is permissible, functioning as a softener for the request."", ""**いい** - Describes the action as “good,” implying that it is acceptable."", ""**ですか** - Polite ending that turns the statement into a question, asking for confirmation or permission.""], ""sentence_pattern"": ""- [Location] + [に] + [Verb (te-form)] + [も] + [Adjective] + [ですか]\n- **Kanji**: この場所に座ってもいいですか？\n- **Hiragana**: このばしょにすわってもいいですか？\n- **English Translation**: Is it okay to sit in this place?"", ""sentence_pattern_kanji"": ""この場所に座ってもいいですか？"", ""sentence_pattern_hiragana"": ""このばしょにすわってもいいですか？"", ""sentence_pattern_english"": ""Is it okay to sit in this place?"", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the te-form (座って) is used to connect actions and make polite requests. It’s a common structure in Japanese for asking permission."", ""common_mistake"": ""Beginners often confuse the use of も and は. In this context, も is used to indicate permission, while は would mark the topic and change the meaning of the sentence."", ""alternative_expression"": {""kanji"": ""ここに座ってもよろしいですか？"", ""hiragana"": ""ここにすわってもよろしいですか？"", ""english"": ""Is it alright if I sit here?""}, ""new_words_in_alternative"": []}}"
N5,と,と,and; with; as; connecting particle,Particle,りんごとバナナを食べます。,I will eat an apple and a banana.,"{""vocabulary"": [{""word"": ""りんご"", ""reading"": ""りんご"", ""meaning"": ""apple"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""と"", ""reading"": ""と"", ""meaning"": ""and"", ""role"": ""Conjunction/Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""バナナ"", ""reading"": ""ばなな"", ""meaning"": ""banana"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""食べます"", ""reading"": ""たべます"", ""meaning"": ""will eat"", ""role"": ""Verb, polite form"", ""components"": [{""part"": ""食べる"", ""reading"": ""たべる"", ""meaning"": ""to eat"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's intention to eat two types of fruit: an apple and a banana. It indicates a simple action in the future."", ""steps"": [""**りんご** - Refers to the first item, an apple."", ""**と** - Connects the two nouns, indicating that both will be included in the action."", ""**バナナ** - Refers to the second item, a banana."", ""**を** - Marks the direct object of the verb, indicating what is being eaten."", ""**食べます** - The polite form of the verb “食べる,” indicating the action of eating in the future tense.""], ""sentence_pattern"": ""- [Noun 1] + [と] + [Noun 2] + [を] + [Verb (polite form)]\n- **Kanji**: りんごとバナナを食べます。\n- **Hiragana**: りんごとばななをたべます。\n- **English Translation**: I will eat an apple and a banana."", ""sentence_pattern_kanji"": ""りんごとバナナを食べます。"", ""sentence_pattern_hiragana"": ""りんごとばななをたべます。"", ""sentence_pattern_english"": ""I will eat an apple and a banana."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that と is used to connect nouns in a list, similar to “and” in English. This makes it easy to combine multiple items in a sentence."", ""common_mistake"": ""Beginners often confuse を with は. Remember that を marks the direct object of the verb (what is being eaten), while は marks the topic of the sentence."", ""alternative_expression"": {""kanji"": ""りんごとバナナを食べる。"", ""hiragana"": ""りんごとばななをたべる。"", ""english"": ""I eat an apple and a banana.""}, ""new_words_in_alternative"": [{""word"": ""食べる"", ""reading"": ""たべる"", ""meaning"": ""to eat"", ""description"": ""Verb""}]}}"
N5,とき,とき,when; at that time,Noun,学校に行くとき、友達に会います。,I meet my friends when I go to school.,"{""vocabulary"": [{""word"": ""学校"", ""reading"": ""がっこう"", ""meaning"": ""school"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Direction/Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""行く"", ""reading"": ""いく"", ""meaning"": ""to go"", ""role"": ""Verb, dictionary form"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""とき"", ""reading"": ""とき"", ""meaning"": ""when"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""友達"", ""reading"": ""ともだち"", ""meaning"": ""friends"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Direction/Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""会います"", ""reading"": ""あいます"", ""meaning"": ""meet"", ""role"": ""Verb, polite form"", ""components"": [{""part"": ""会う"", ""reading"": ""あう"", ""meaning"": ""to meet"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a habitual action where the speaker meets friends during their commute to school. It establishes a time condition for the action of meeting."", ""steps"": [""**学校に** - Indicates the destination (school) where the action of going takes place."", ""**行く** - The verb meaning “to go,” indicating the action being performed."", ""**とき** - A noun meaning “when,” which sets the condition for the following action."", ""**友達に** - Indicates the direction of the action, meaning “to friends.”"", ""**会います** - The polite form of the verb “to meet,” indicating the action that occurs when the speaker goes to school.""], ""sentence_pattern"": ""- [Location/Direction] + [に] + [Verb (to go)] + [とき] + [Location/Direction] + [に] + [Verb (polite form)]\n- **Kanji**: 学校に行くとき、友達に会います。\n- **Hiragana**: がっこうにいくとき、ともだちにあいます。\n- **English Translation**: I meet my friends when I go to school."", ""sentence_pattern_kanji"": ""学校に行くとき、友達に会います。"", ""sentence_pattern_hiragana"": ""がっこうにいくとき、ともだちにあいます。"", ""sentence_pattern_english"": ""I meet my friends when I go to school."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that とき is used to indicate a specific time or condition for an action. It helps to think of it as “when” to connect two actions."", ""common_mistake"": ""Beginners often confuse に with へ. Remember that に indicates a specific location or direction for an action, while へ indicates a general direction."", ""alternative_expression"": {""kanji"": ""学校に行く時、友達に会います。"", ""hiragana"": ""がっこうにいくとき、ともだちにあいます。"", ""english"": ""I meet my friends when I go to school.""}, ""new_words_in_alternative"": []}}"
