issue,details
duplicate_question,"first_line=874, dup_line=1646, text=彼は____を買いました。"
duplicate_question,"first_line=27, dup_line=1648, text=彼は新しい____を買いました。"
duplicate_question,"first_line=54, dup_line=1650, text=この____はとても高いです。"
duplicate_question,"first_line=96, dup_line=1652, text=私の____は青いです。"
duplicate_question,"first_line=797, dup_line=1656, text=彼は____が好きです。"
duplicate_question,"first_line=1625, dup_line=1661, text=この部屋はとても____です。"
duplicate_question,"first_line=367, dup_line=1675, text=彼は____で勉強します。"
duplicate_question,"first_line=1058, dup_line=1676, text=私の____は大きいです。"
duplicate_question,"first_line=67, dup_line=1677, text=____の上に本があります。"
duplicate_question,"first_line=27, dup_line=1678, text=彼は新しい____を買いました。"
duplicate_question,"first_line=1122, dup_line=1679, text=この____はとても重いです。"
duplicate_question,"first_line=796, dup_line=1682, text=毎朝、私は____を食べます。"
duplicate_question,"first_line=124, dup_line=1684, text=この部屋は____です。"
duplicate_question,"first_line=111, dup_line=1687, text=このペンは____です。"
duplicate_question,"first_line=595, dup_line=1688, text=彼は____本の本を持っています。"
duplicate_question,"first_line=159, dup_line=1694, text=この____はとてもきれいです。"
duplicate_question,"first_line=930, dup_line=1701, text=私は____を買いました。"
duplicate_question,"first_line=361, dup_line=1702, text=空は____です。"
duplicate_question,"first_line=212, dup_line=1705, text=彼は____勉強します。"
duplicate_question,"first_line=159, dup_line=1709, text=この____はとてもきれいです。"
duplicate_question,"first_line=38, dup_line=1712, text=テーブルの上に____があります。"
duplicate_question,"first_line=1058, dup_line=1718, text=私の____は大きいです。"
duplicate_question,"first_line=124, dup_line=1720, text=この部屋は____です。"
duplicate_question,"first_line=159, dup_line=1724, text=この____はとてもきれいです。"
duplicate_question,"first_line=373, dup_line=1727, text=彼は____を洗います。"
duplicate_question,"first_line=609, dup_line=1728, text=私は____を持っています。"
duplicate_question,"first_line=356, dup_line=1731, text=____はとてもきれいです。"
duplicate_question,"first_line=54, dup_line=1733, text=この____はとても高いです。"
duplicate_question,"first_line=365, dup_line=1734, text=私は新しい____を買いました。"
duplicate_question,"first_line=48, dup_line=1738, text=彼のシャツは____です。"
duplicate_question,"first_line=1621, dup_line=1741, text=彼は____車を運転します。"
duplicate_question,"first_line=98, dup_line=1750, text=彼は____を持っています。"
duplicate_question,"first_line=930, dup_line=1751, text=私は____を買いました。"
duplicate_question,"first_line=1531, dup_line=1753, text=このテーブルは____です。"
duplicate_question,"first_line=27, dup_line=1758, text=彼は新しい____を買いました。"
duplicate_question,"first_line=27, dup_line=1759, text=彼は新しい____を買いました。"
duplicate_question,"first_line=96, dup_line=1760, text=私の____は青いです。"
duplicate_question,"first_line=1128, dup_line=1761, text=毎日____で学校に行きます。"
duplicate_question,"first_line=27, dup_line=1762, text=彼は新しい____を買いました。"
duplicate_question,"first_line=300, dup_line=1764, text=この____はとても大きいです。"
duplicate_question,"first_line=54, dup_line=1767, text=この____はとても高いです。"
duplicate_question,"first_line=138, dup_line=1774, text=彼の車は____です。"
duplicate_question,"first_line=124, dup_line=1777, text=この部屋は____です。"
duplicate_question,"first_line=65, dup_line=1784, text=私の部屋には____があります。"
duplicate_question,"first_line=173, dup_line=1786, text=このケーキは____です。"
duplicate_question,"first_line=70, dup_line=1794, text=彼女は____な人です。"
duplicate_question,"first_line=1083, dup_line=1808, text=この____はとても面白いです。"
duplicate_question,"first_line=50, dup_line=1814, text=今日はとても____です。"
duplicate_question,"first_line=415, dup_line=1819, text=公園の____にベンチがあります。"
duplicate_question,"first_line=74, dup_line=1826, text=子供たちは____で遊んでいます。"
duplicate_question,"first_line=90, dup_line=1827, text=私は____が好きです。"
duplicate_question,"first_line=27, dup_line=1828, text=彼は新しい____を買いました。"
duplicate_question,"first_line=1127, dup_line=1830, text=私の____は赤いです。"
duplicate_question,"first_line=194, dup_line=1834, text=友達と____に行きます。"
duplicate_question,"first_line=510, dup_line=1836, text=____はとても大きいです。"
duplicate_question,"first_line=1801, dup_line=1837, text=彼は____が痛いと言っています。"
duplicate_question,"first_line=499, dup_line=1840, text=彼は毎日____に行きます。"
duplicate_question,"first_line=1717, dup_line=1870, text=彼は____が痛いと言いました。"
duplicate_question,"first_line=1844, dup_line=1874, text=____は毎日学校に行きます。"
duplicate_question,"first_line=424, dup_line=1876, text=彼は____に行きます。"
duplicate_question,"first_line=1849, dup_line=1879, text=私の____は日本に住んでいます。"
duplicate_question,"first_line=973, dup_line=1882, text=私は____、友達と映画を見ました。"
duplicate_question,"first_line=1058, dup_line=1885, text=私の____は大きいです。"
duplicate_question,"first_line=40, dup_line=1887, text=私の____はとても大切です。"
duplicate_question,"first_line=1865, dup_line=1891, text=私の____は学生です。"
duplicate_question,"first_line=1024, dup_line=1895, text=彼は学生____。"
duplicate_question,"first_line=1853, dup_line=1903, text=私の____は料理が上手です。"
duplicate_question,"first_line=460, dup_line=1906, text=彼は____です。"
duplicate_question,"first_line=259, dup_line=1909, text=明日は____です。"
duplicate_question,"first_line=1057, dup_line=1912, text=彼は____に住んでいます。"
duplicate_question,"first_line=1853, dup_line=1917, text=私の____は料理が上手です。"
duplicate_question,"first_line=1312, dup_line=1918, text=私の____はとても優しいです。"
duplicate_question,"first_line=803, dup_line=1921, text=公園で____を見ました。"
duplicate_question,"first_line=1858, dup_line=1933, text=私の____は日本人です。"
duplicate_question,"first_line=1312, dup_line=1935, text=私の____はとても優しいです。"
duplicate_question,"first_line=1865, dup_line=1936, text=私の____は学生です。"
duplicate_question,"first_line=1866, dup_line=1938, text=____と一緒に映画を見ました。"
duplicate_question,"first_line=1849, dup_line=1940, text=私の____は日本に住んでいます。"
duplicate_question,"first_line=1780, dup_line=1943, text=彼女は新しい____を買いました。"
duplicate_question,"first_line=113, dup_line=1946, text=彼の____はとても優しいです。"
duplicate_question,"first_line=460, dup_line=1957, text=彼は____です。"
duplicate_question,"first_line=1496, dup_line=1959, text=あなたは____ですか？"
duplicate_question,"first_line=1864, dup_line=1966, text=あの____はとても優しいです。"
duplicate_question,"first_line=1866, dup_line=1968, text=____と一緒に映画を見ました。"
duplicate_question,"first_line=40, dup_line=1978, text=私の____はとても大切です。"
duplicate_question,"first_line=259, dup_line=1999, text=明日は____です。"
duplicate_question,"first_line=1590, dup_line=2006, text=彼は____コーヒーを飲みます。"
duplicate_question,"first_line=200, dup_line=2017, text=彼は本を____。"
duplicate_question,"first_line=973, dup_line=2056, text=私は____、友達と映画を見ました。"
duplicate_question,"first_line=200, dup_line=2080, text=彼は本を____。"
duplicate_question,"first_line=1047, dup_line=2092, text=____は学校に行きます。"
duplicate_question,"first_line=797, dup_line=2093, text=彼は____が好きです。"
duplicate_question,"first_line=357, dup_line=2094, text=____に友達と会います。"
duplicate_question,"first_line=259, dup_line=2113, text=明日は____です。"
duplicate_question,"first_line=475, dup_line=2118, text=私の誕生日は____です。"
duplicate_question,"first_line=200, dup_line=2119, text=彼は本を____。"
duplicate_question,"first_line=200, dup_line=2125, text=彼は本を____。"
duplicate_question,"first_line=475, dup_line=2131, text=私の誕生日は____です。"
duplicate_question,"first_line=357, dup_line=2132, text=____に友達と会います。"
duplicate_question,"first_line=1149, dup_line=2142, text=私は____旅行に行きます。"
duplicate_question,"first_line=218, dup_line=2146, text=私は日本語を____。"
duplicate_question,"first_line=224, dup_line=2147, text=彼はギターを____。"
duplicate_question,"first_line=2029, dup_line=2158, text=彼は毎朝公園で____。"
duplicate_question,"first_line=240, dup_line=2160, text=友達と一緒に____のが好きです。"
duplicate_question,"first_line=475, dup_line=2167, text=私の誕生日は____です。"
duplicate_question,"first_line=475, dup_line=2173, text=私の誕生日は____です。"
duplicate_question,"first_line=357, dup_line=2174, text=____に友達と会います。"
duplicate_question,"first_line=977, dup_line=2176, text=彼は映画を____。"
duplicate_question,"first_line=1368, dup_line=2180, text=____、友達に会います。"
duplicate_question,"first_line=1099, dup_line=2194, text=私は____、友達に会います。"
duplicate_question,"first_line=1981, dup_line=2200, text=友達に本を____。"
duplicate_question,"first_line=1012, dup_line=2204, text=映画を見____。"
duplicate_question,"first_line=2036, dup_line=2209, text=彼は日本語を____。"
duplicate_question,"first_line=2110, dup_line=2212, text=彼はドアを____。"
duplicate_question,"first_line=27, dup_line=2230, text=彼は新しい____を買いました。"
duplicate_question,"first_line=548, dup_line=2233, text=今日は____日です。"
duplicate_question,"first_line=116, dup_line=2245, text=この本は____です。"
duplicate_question,"first_line=131, dup_line=2251, text=この映画は____です。"
duplicate_question,"first_line=365, dup_line=2258, text=私は新しい____を買いました。"
duplicate_question,"first_line=865, dup_line=2269, text=彼は____を開けました。"
duplicate_question,"first_line=131, dup_line=2275, text=この映画は____です。"
duplicate_question,"first_line=1780, dup_line=2278, text=彼女は新しい____を買いました。"
duplicate_question,"first_line=1939, dup_line=2281, text=彼は____ですか？"
duplicate_question,"first_line=1496, dup_line=2283, text=あなたは____ですか？"
duplicate_question,"first_line=797, dup_line=2284, text=彼は____が好きです。"
duplicate_question,"first_line=635, dup_line=2290, text=私は____に友達と会います。"
duplicate_question,"first_line=74, dup_line=2294, text=子供たちは____で遊んでいます。"
duplicate_question,"first_line=76, dup_line=2295, text=夏に____で泳ぎたいです。"
duplicate_question,"first_line=930, dup_line=2303, text=私は____を買いました。"
duplicate_question,"first_line=124, dup_line=2305, text=この部屋は____です。"
duplicate_question,"first_line=1546, dup_line=2308, text=彼は____犬を飼っています。"
duplicate_question,"first_line=159, dup_line=2318, text=この____はとてもきれいです。"
duplicate_question,"first_line=194, dup_line=2320, text=友達と____に行きます。"
duplicate_question,"first_line=2293, dup_line=2326, text=公園に大きな____があります。"
duplicate_question,"first_line=138, dup_line=2329, text=彼の車は____です。"
duplicate_question,"first_line=130, dup_line=2330, text=この花は____です。"
duplicate_question,"first_line=1776, dup_line=2331, text=私の好きな色は____です。"
duplicate_question,"first_line=1076, dup_line=2342, text=私の家には____がいます。"
duplicate_question,"first_line=71, dup_line=2348, text=この道は____です。"
duplicate_question,"first_line=90, dup_line=2361, text=私は____が好きです。"
duplicate_question,"first_line=1388, dup_line=2365, text=手紙を____に入れました。"
duplicate_question,"first_line=2075, dup_line=2369, text=彼女は____が好きです。"
duplicate_question,"first_line=159, dup_line=2370, text=この____はとてもきれいです。"
duplicate_question,"first_line=300, dup_line=2372, text=この____はとても大きいです。"
duplicate_question,"first_line=1810, dup_line=2377, text=彼は毎日____です。"
